web-scraper-order,web-scraper-start-url,document url,document url-href,Title,Date,Text body,Author
1743440625-56,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,3Д-фотограмметрия с применением БПЛА в процессе археологического исследования,https://cyberleninka.ru/article/n/3d-fotogrammetriya-s-primeneniem-bpla-v-protsesse-arheologicheskogo-issledovaniya,3Д-фотограмметрия с применением БПЛА в процессе археологического исследования,2016,"Технологический прогресс в области Structure from Motion (SfM) и лёгких БПЛА сделал их доступными для широкого круга пользователей. Технико-методический союз данных направлений открывает новые горизонты в археологических полевых исследованиях. Основанная на применении БПЛА 3D-фотограмметрия оказалось надёжным и эффективным методом, обеспечивающим высококачественную фиксацию объектов, облегчающую их документирование и интерпретацию. Несмотря на то что «обычные» методы всё ещё преобладают в полевой археологии, преимущества работы с документацией, полученной новым способом, уже оценены исследователями. В статье мы рассматриваем несколько примеров, подкрепляющих данное заявление. Они позволят составить общее мнение об основных шагах развития цифровых технологий в археологии, корректирующих её развитие.",Шуберт Х.
1743440628-57,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Классификация источников тока для питания БПЛА,https://cyberleninka.ru/article/n/klassifikatsiya-istochnikov-toka-dlya-pitaniya-bpla,Классификация источников тока для питания БПЛА,2016,"Данная статья посвящена изучению БПЛА. Рассмотрена основная классификация, а также перспективы источников тока для БПЛА.",Немова Дарья Александровна
1743440631-58,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ИСПОЛЬЗОВАНИЕ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ (БПЛА) В ГЕОДЕЗИИ,https://cyberleninka.ru/article/n/ispolzovanie-bespilotnyh-letatelnyh-apparatov-bpla-v-geodezii,ИСПОЛЬЗОВАНИЕ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ (БПЛА) В ГЕОДЕЗИИ,2023,"Современные технологии позволяют ускорять и улучшать процессы в геодезии. Одним из последних достижений, которое рассматривается в данной статье, стало активное использование беспилотных летательных аппаратов (БПЛА), которые значительно упрощают процесс и повышают точность измерений.",Турк Г.Г.
1743440634-59,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ИССЛЕДОВАНИЕ СИСТЕМ УПРАВЛЕНИЯ ОПП,https://cyberleninka.ru/article/n/issledovanie-sistem-upravleniya-opp,ИССЛЕДОВАНИЕ СИСТЕМ УПРАВЛЕНИЯ ОПП,2023,"Сегмент БПЛА пережил наибольший рост, в первую очередь благодаря военному сообществу и, в меньшей степени, безопасности границ, мониторингу окружающей среды и другим областям применения. Этот ландшафт, похоже, меняется, и прогнозируется, что БПЛА будут доминировать в гражданских и общественных приложениях. Сегмент UGV недавно резко вырос в ответ на неотложные военные нужды. Будущие миссии UGV включают наблюдение за периметром, материально-техническую поддержку, спасательные операции, ретрансляцию связи и другие приложения. UUV и USV все еще находятся в зачаточном состоянии. В отличие от сегментов БПЛА и UGV, беспилотные морские системы финансируются на более низких уровнях в США и во всем мире.",Алиева Адиля Сайеддин Кызы
1743440636-60,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Практический опыт использования БПЛА Swinglet производства компании senseFly (Швейцария),https://cyberleninka.ru/article/n/prakticheskiy-opyt-ispolzovaniya-bpla-swinglet-proizvodstva-kompanii-sensefly-shveytsariya,Практический опыт использования БПЛА Swinglet производства компании senseFly (Швейцария),2013,Рассматривается практический опыт использования БПЛА Swinglet производства компании senseFly в различных отраслях. Детально описан проект проведения аэрофотосъемки небольших населенных пунктов для решения задач кадастра. Приведена оценка возможностей БПЛА для проведения экологического мониторинга.,Петров Михаил Викторович
1743440640-61,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Практический опыт использования БПЛА Swinglet производства компании senseFly (Швейцария),https://cyberleninka.ru/article/n/prakticheskiy-opyt-ispolzovaniya-bpla-swinglet-proizvodstva-kompanii-sensefly-shveytsariya-1,Практический опыт использования БПЛА Swinglet производства компании senseFly (Швейцария),2013,Рассматривается практический опыт использования БПЛА Swinglet производства компании senseFly в различных отраслях. Детально описан проект проведения аэрофотосъемки небольших населенных пунктов для решения задач кадастра. Приведена оценка возможностей БПЛА для проведения экологического мониторинга.,Петров Михаил Викторович
1743440642-62,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Допустимые пространственные траектории беспилотного летательного аппарата в вертикальной плоскости,https://cyberleninka.ru/article/n/dopustimye-prostranstvennye-traektorii-bespilotnogo-letatelnogo-apparata-v-vertikalnoy-ploskosti,Допустимые пространственные траектории беспилотного летательного аппарата в вертикальной плоскости,2012,"Рассматривается задача планирования траектории движения беспилотного летательного аппарата (БПЛА), при котором БПЛА пролетает заданные точки геометрического пространства (путевые точки) в заданные моменты времени. При этом в каждый момент времени значения переменных состояния и управлений должны подчиняться заданным ограничениям, вытекающим из особенностей БПЛА, условий полета и т.п.Основные проблемы в такой задаче связаны с необходимостью учета ограничений. Предлагается подход, основанный на компоновке траектории из определенного набора типовых маневров, которые формируются с использованием сочетания аналитических методов расчета траекторий, методов математического моделирования и различных эвристических алгоритмов.Заданные путевые точки разбивают искомую траекторию на сегменты. Существенного упрощения задачи удалось добиться за счет требования, чтобы расчет очередного сегмента траектории не влиял на расчет последующих сегментов и зависел только от состояния БПЛА, достигнутого на предыдущем сегменте. В этом случае планирование траектории проводится последовательно, от одного сегмента к другому.Дополнительно предлагается каждый сегмент реализовывать как выполнение конечного набора таких типовых маневров. В работе решается задача планирования маневра смены эшелона. Этот маневр в сочетании с прямолинейным равномерным движением позволяет планировать те сегменты траектории БПЛА, на которых движение может проходить в вертикальной плоскости, т.е. с постоянным значением путевого угла.В работе описана нелинейная математическая модель движения БПЛА как материальной точки в траекторной системе координат, приведен метод решения терминальной задачи движения с помощью полиномов по времени и пример его использования, а также описаны два алгоритма планирования маневра смены эшелона на основе эвристического подхода. Приведены примеры использования этих алгоритмов. Представлены результаты моделирования и схема тестирования предлагаемого метода планирования.",Крищенко А. П.
1743440645-63,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Организация информационно-телеметрического обеспечения для средств самодиагностики и мониторинга жизненного цикла изделия на базе унифицированного комплекса управления беспилотными летательными аппаратами,https://cyberleninka.ru/article/n/organizatsiya-informatsionno-telemetricheskogo-obespecheniya-dlya-sredstv-samodiagnostiki-i-monitoringa-zhiznennogo-tsikla-izdeliya,Организация информационно-телеметрического обеспечения для средств самодиагностики и мониторинга жизненного цикла изделия на базе унифицированного комплекса управления беспилотными летательными аппаратами,2014,"Данная статья посвящена описанию подхода к сбору, обработке телеметрической информации с БПЛА, который применяется авторским коллективом в контексте развития технологий БПЛА в Красноярском крае. Отражены вопросы программной реализации масштабируемых механизмов сбора телеметрических данных комплекса БПЛА. Созданный механизм позволяет единообразным и макро программируемым образом в фоновом режиме осуществлять сбор данных как с программных модулей, работающих в защищённом режиме, так и с внешних устройств, опрашиваемых по байт ориентированному протоколу. Сформулирован подход к автоматизированному мониторингу параметров БПЛА в процессе его эксплуатации разработчиком или конечным потребителем. В комплексе со средствами доставки данных телеметрии от БПЛА предлагается построение экспертной системы для их пост диагностики. В финале статьи осуществляется формулировка задачи построения автоматического классификатора данных телеметрии для обнаружения событий, представляющих угрозу безопасности эксплуатации БПЛА с электродвигателем в процессе катапультного взлёта.",Макаров Иван Владимирович
1743440648-64,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРИМЕР РЕАЛИЗАЦИИ РАДИОЭЛЕКТРОННОЙ СИСТЕМЫ БЕСПИЛОТНОГО ЛЕТАТЕЛЬНОГО АППАРАТА,https://cyberleninka.ru/article/n/primer-realizatsii-radioelektronnoy-sistemy-bespilotnogo-letatelnogo-apparata,ПРИМЕР РЕАЛИЗАЦИИ РАДИОЭЛЕКТРОННОЙ СИСТЕМЫ БЕСПИЛОТНОГО ЛЕТАТЕЛЬНОГО АППАРАТА,2022,"Показана перспектива развития и использования беспилотных летательных аппаратов (БПЛА). Установлено, что роль летательного аппарата увеличивается с их успешным внедрением в различные сферы деятельности, порой связанные с риском для жизни человека. На основе изученных технических решений по построению беспилотника была приведена функциональная схема радиоэлектронной системы БПЛА типа квадрокоптер, рассмотрен принцип работы и показана перспектива использования данной технологии. На основе разработанной функциональной схемы была спроектирована печатная плата полетного контроллера. Одной из ключевых особенностей является использование современных электронных элементов, доступных на сегодняшний день.",Маркелов Максим Константинович
1743440650-65,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Архитектурная защита зданий от атаки БПЛА,https://cyberleninka.ru/article/n/arhitekturnaya-zaschita-zdaniy-ot-ataki-bpla,Архитектурная защита зданий от атаки БПЛА,2025,"Актуальность. В настоящее время актуальными становятся вопросы обеспечения безопасности зданий при террористических актах разного характера, в том числе при атаках беспилотными летательными аппаратами (БПЛА). В исследовании рассмотрены варианты архитектурных средств защиты фасадов и внешних элементов зданий от данной угрозы, а также варианты построения объемно-планировочной структуры для обеспечения максимальной защиты находящихся в здании людей. В данном случае становится особенно важным соблюсти баланс между фактической и воспринимаемой безопасностью, избегая создания образа средневековой крепости, однако учитывая потенциальные риски и угрозы террористического характера. Методика исследования включает в себя изучение данных о существующих при атаке БПЛА рисках и угрозах в отношении зданий и находящихся в них людей, сравнительный анализ нормативной литературы по антитеррористической защите, отечественной и зарубежной, анализ существующих способов и приемов защиты зданий средствами архитектуры и дизайна среды и систематизацию данных средств по категориям на основе структурно-типологического метода. Результаты. В качестве результатов исследования приводятся сравнительные таблицы, сделанные на основании рассмотренных материалов. Аналитические материалы включают в себя также описание моделей построения объемно-планировочной структуры и чек-лист средств, находящихся в арсенале архитектора для защиты зданий. Выводы исследования указывают на то, как важно учитывать требования безопасности на всех этапах жизненного цикла здания, начиная от проектирования и заканчивая его эксплуатацией и возможной реконструкцией с учетом увеличившихся требований к защите.",Полянцева Екатерина Романовна
1743440653-66,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРИМЕНЕНИЕ БПЛА ПРИВЯЗНОГО ТИПА В АРТИЛЛЕРИИ,https://cyberleninka.ru/article/n/primenenie-bpla-privyaznogo-tipa-v-artillerii,ПРИМЕНЕНИЕ БПЛА ПРИВЯЗНОГО ТИПА В АРТИЛЛЕРИИ,2024,"В обзорной статье рассматриваются вопросы возможности применения привязных высотных телекоммуникационных платформ (ВТП) на основе беспилотных летательных аппаратов (как привязных БЛА), которые также еще получили название «привязанных дронов» Flying COWs (Cell on Wings). Сущность их заключается в том, что по гибкому металлическому кабелю-тросу подается достаточно высокое электрическое напряжение с наземного мобильного пункта управления в целях решения многопрофильных задач ВТП локального покрытия на обширной территории и выполнения огневых задач артиллерийских подразделерий. Данные беспилотные авиационные системы с ВТП и привязными БЛА, которые ретранслируют сигналы в привязке к конкретной местности в составе объектов современных геоинформационных систем, покрывающих радиосигналом отдельно взятые регионы, области и труднодоступные районы, могут найти достаточно широкое применение уже в ближайшее время, а в качестве средств тактических сетей управления в артиллерии при применении для сетей телекоммуникационных каналов приема/передачи информации в ходе выполнения огневых задач артиллерийских подразделений. Которые могут как использоваться радиоретронсляторы связи так и для топогеодезической координации и управления огнем ракетно-артиллерийских подразделений. В статьи делается вывод о потенциале применения БПЛА привязного типа в боевых действиях при организации и выполнении управления разведки и огневых задач. Результаты обзора могут быть полезны для специалистов в области беспилотных систем, технологий связи, и артиллерии. В рамках литературного обзора проанализированы научные статьи, публикации, отраженные в открытых источниках",Салимжанов Расуль Абдулмажитович
1743440656-67,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Обзорный анализ БПЛА сельскохозяйственного назначения,https://cyberleninka.ru/article/n/obzornyy-analiz-bpla-selskohozyaystvennogo-naznacheniya,Обзорный анализ БПЛА сельскохозяйственного назначения,2024,"В статье представлен обзорный анализ типовых БПЛА распылительного типа, используемых как для мониторинга посевов, так и распыления пестицидов и удобрений в системе точного земледелия. Технологии применения таких БПЛА являются важнейшими компонентами комплексного подхода, направленного на увеличение урожайности многих сельскохозяйственных культур. Точное распыление пестицидов с помощью БПЛА позволяет эффективно решать одну из основных проблем, с которой сталкиваются сельхозпроизводители при выращивании сельскохозяйственных культур, — это борьба с вредителями и сорняками. Кратко излагается история развития и характеристики распылительных БПЛА, отмечается, что в последние годы Китай активно занимается разработкой и внедрением БПЛА для защиты урожая, развивая технологии точного земледелия. Рассматриваются типовые БПЛА производства КНР, на базе которых в настоящее время формируются беспилотные авиационные системы защиты растений, так как технологии по созданию и внедрению распылительных БПЛА существенно продвинулись в странах Азии, и гораздо медленнее принимаются на вооружение производителями в Северной Америке и Европе. Представлены результаты анализа и обсуждение типовых сельскохозяйственных дронов распылительного типа, таких как Fazer R, DJI MG-1P/MG-1P, CE20, DJI AGRAS T30, DroFarm D10 Plus, HY-B-16L, 3WQF120-12, а также возможности современных технологии роевого применения БПЛА в сельском хозяйстве. Представленный обзор позволяет выделить основные причины, по которым использование БПЛА для распыления пестицидов становится в настоящее время привлекательным для сельхозпроизводителей.",Д. И. Ковалев
1743440659-68,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ИССЛЕДОВАНИЕ ЗАРЯДНЫХ УСТРОЙСТВ ДЛЯ БПЛА,https://cyberleninka.ru/article/n/issledovanie-zaryadnyh-ustroystv-dlya-bpla,ИССЛЕДОВАНИЕ ЗАРЯДНЫХ УСТРОЙСТВ ДЛЯ БПЛА,2023,"Широкое использование беспилотной авиации существенно ограничивается необходимостью зарядки аккмуляторных батарей непосредствнно на объекте исследования, для чего используются серийные передвижные электростанции. На практике появилась актуальная проблема разработки надежного с низкими массо-габаритными показателями генератора для электроснабжения дронов во время выполненения полетного задания. В статье приведены экспериментальные исследования параметров качества электроэнергии в процессе заряда акуммуляторных батарей зарядными устройствами разных мощностей питающихся от сети. Параметры качества электроэнергии фиксировались сертифицированным прибором - анализатор качества электроэнергии, которые приведены в виде временных графиков изменения напряжения, токов, коэффициентов несинусоидальности напряжения и тока. С учетом проведенного анализа полученных результатов расмотрена система аккумуляторная батарея - зарядное устройство - автономный источник электроэнергии и предложен вариант использования асинхронного генератора. При ведены инженерные расчеты параметров асинхронного генератора для зарядного устройства",Баракин Николай Сергеевич
1743440661-69,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,"СРАВНИТЕЛЬНЫЙ АНАЛИЗ РАДАРОВ, УСТАНАВЛИВАЕМЫХ НА БПЛА",https://cyberleninka.ru/article/n/sravnitelnyy-analiz-radarov-ustanavlivaemyh-na-bpla,"СРАВНИТЕЛЬНЫЙ АНАЛИЗ РАДАРОВ, УСТАНАВЛИВАЕМЫХ НА БПЛА",2024,"В статье рассматривается использование радаров в робототехнике, включая их основные функции: навигацию, избегание препятствий и обнаружение объектов. Описаны различные частотные диапазоны радаров и их применение в зависимости от задач. Проанализированы современные радары для роботов, такие как Texas Instruments IWR6843, Aeva 4D LiDAR и Navtech Radar CIR, с приведением их характеристик и сравнением. Особое внимание уделено алгоритмам, применяемым в радаре Texas Instruments IWR6843, таким как DBSCAN, Kalman Filter, Beamforming, FFT, CFAR и методы машинного обучения.",Киселев А.О.
1743440664-70,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ОСОБЕННОСТИ ИСПОЛЬЗОВАНИЯ БПЛА ДЛЯ 3Д МОДЕЛИРОВАНИЯ,https://cyberleninka.ru/article/n/osobennosti-ispolzovaniya-bpla-dlya-3d-modelirovaniya,ОСОБЕННОСТИ ИСПОЛЬЗОВАНИЯ БПЛА ДЛЯ 3Д МОДЕЛИРОВАНИЯ,2018,"Создание трехмерной модели городов является актуальной темой на данный момент. Для создания трехмерной модели в городских условиях самым оптимальным решением будет использование беспилотных летательных аппаратов. В статье рассмотрены все существующие типы беспилотных летательных аппаратов, используемых для трехмерной модели. В статье анализируются все возможности различный беспилотных летательных аппаратов. Главной целью исследования является определение наиболее подходящего типа беспилотных летательных аппратов необходимого для создания трехмерной модели сооружении в городских условиях.",Дауылбаев Б.А.
1743440667-71,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРИМЕНЕНИЕ БПЛА В КАЧЕСТВЕ ПОДВИЖНОЙ ВЕХИ,https://cyberleninka.ru/article/n/primenenie-bpla-v-kachestve-podvizhnoy-vehi,ПРИМЕНЕНИЕ БПЛА В КАЧЕСТВЕ ПОДВИЖНОЙ ВЕХИ,2022,"В настоящее время происходит активное внедрение современных технологий и методик в традиционные методы производства геодезических измерений. Основная цель их внедрения - сокращение временных затрат и повышение качества работ. С каждым годом применение беспилотных летательных аппаратов для решения геодезических задач приобретает большую популярность за счет простоты и доступности технологии. Методика фотограмметрической обработки материалов аэрофотосъемки полученных с использованием беспилотных летательных аппаратов (БПЛА), позволяет решать проблему своевременного создания и обновления картографической основы, построения цифровых моделей местности и объектов, а также других задач, в которых возможно использовать фотограмметрический способ. Авторами статьи предлагается использовать БПЛА для решения инженерных задач на промышленной площадке в качестве подвижной вехи. Экспериментально показано, что подвижной вехой можно выполнять геодезические работы с точностью масштаба 1: 500.",Сальников В. Г.
1743440669-72,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Двухспектральный объектив видеокамеры микро БПЛА,https://cyberleninka.ru/article/n/dvuhspektralnyy-obektiv-videokamery-mikro-bpla,Двухспектральный объектив видеокамеры микро БПЛА,2012,В статье рассмотрены перспективы разработки двухспектральных объективов для микро беспилотных летательных аппаратов (БПЛА). Предложен вариант схемного решения и результаты расчета конкретного объектива.,Курбангалиева Альбина Сергеевна
1743440672-73,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ТАКСАЦИЯ ЛЕСА ПРИ ПОМОЩИ БПЛА,https://cyberleninka.ru/article/n/taksatsiya-lesa-pri-pomoschi-bpla,ТАКСАЦИЯ ЛЕСА ПРИ ПОМОЩИ БПЛА,2022,статья посвящена описанию таксационных работ при помощи беспилотных летательных аппаратов (БПЛА). В статье описаны основные особенности беспилотника для проведения таксации лесных ресурсов. Рассмотрен и проанализирован способ проведения подеревной таксации при помощи беспилотных летательных аппаратов. Выявлены преимущества предложенного способа подеревной таксации по сравнению с наземными способами.,Костин П.И.
1743440674-74,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Задача формирования строя в группе БПЛА,https://cyberleninka.ru/article/n/zadacha-formirovaniya-stroya-v-gruppe-bpla,Задача формирования строя в группе БПЛА,2012,"Статья посвящена рассмотрению актуальной темы группового применения беспилотных летательных аппаратов (БЛА). Данная задача является перспективной и имеет множество практических применений. Группы БЛА могут применяться для мониторинга окружающей обстановки, для картографирования местности, для поиска объектов на больших территориях и т. п. В статье рассмотрена задача формирования строя состоящего из группы БЛА. Рассмотрены задачи определения формации, задания критериев качества и обеспечение безопасности движения и перестроения БЛА относительно друг друга. Рассмотрен метод оптимизированного распределения группы БЛА по местам строя основанный на методе итерационного улучшения плана. Данная задача относится к классической задаче о назначениях. Приводятся результаты математического моделирования процесса распределения для различных конфигураций заданного строя.",Дьяченко Александр Александрович
1743440677-75,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Оценка экономической эффективности применения БПЛА,https://cyberleninka.ru/article/n/otsenka-ekonomicheskoy-effektivnosti-primeneniya-bpla,Оценка экономической эффективности применения БПЛА,2018,В статье рассматриваются проблематика применения беспилотных летательных аппаратов в интересах МЧС России в условиях Южного федерального округа с учетом экономической эффективности.,Елисеев А.Н.
1743440680-76,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,БПЛА ДЛЯ МОНИТОРИНГА СОСТОЯНИЯ ЛЕСА,https://cyberleninka.ru/article/n/bpla-dlya-monitoringa-sostoyaniya-lesa,БПЛА ДЛЯ МОНИТОРИНГА СОСТОЯНИЯ ЛЕСА,2019,В данной статье описано применение беспилотного летательного аппарата для мультиспектральной азрофотосъемки хвойного леса.,Акимов Р. Е.
1743440683-77,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Предотвращение столкновений БПЛА с неподвижными объектами,https://cyberleninka.ru/article/n/predotvraschenie-stolknoveniy-bpla-s-nepodvizhnymi-obektami,Предотвращение столкновений БПЛА с неподвижными объектами,2017,"В статье рассмотрена задача предотвращения столкновений беспилотного летательного аппарата или другого подвижного управляемого объекта с неподвижными объектами в пространстве при планировании траекторий полета. Приведен алгоритм, позволяющий скорректировать полет при появлении внешнего препятствия, под которым понимается как движимый, так и недвижимый объект, в данный момент находящийся в состоянии покоя, и рассчитать оптимальные безопасные расстояния, при которых не произойдет столкновения. Приведены схема, формулы и логика работы для реализации в программном коде.",Пискарев Дмитрий Михайлович
1743440685-78,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Обработка с БПЛА посевов вегетирующих растений,https://cyberleninka.ru/article/n/obrabotka-s-bpla-posevov-vegetiruyuschih-rasteniy,Обработка с БПЛА посевов вегетирующих растений,2017,"В статье рассматривается эффективность применения беспилотного летательного аппарата модели «DJI Phantom 4» для лазерной обработки вегетирующих посевов моркови сорта Анастасия F1, как одна из основных овощных культур, районированных в Северо-Западном регионе. Данная обработка способствует стимулированию развития растений на начальных этапах вегетации и как следствие в более поздних этапах роста, а также улучшению основных показателей роста и развития растений, повышения их устойчивости к некоторым болезням и урожайности. Вместе с тем такая обработка дает значительное повышение сохранности корнеплодов без дополнительных капиталовложений в овощехранилище.",Даниловских М.Г.
1743440688-79,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Алгоритмы работы многофункционального комплекса БПЛА,https://cyberleninka.ru/article/n/algoritmy-raboty-mnogofunktsionalnogo-kompleksa-bpla,Алгоритмы работы многофункционального комплекса БПЛА,2014,"В последние годы широкое применение нашли беспилотные летательные аппараты (БПЛА), предназначенные для получения и переработки информации и исполнения команд управления. Разработка методов проектирования систем автоматического управления БПЛА, изменяющих параметры движения в зависимости от воздействий, действующих на объект управления, требует решения ряда научно-технических проблем, связанных с разработкой принципов и алгоритмов управления в автоматическом режиме, анализа и многофункционального комплекса системы автоматического управления БПЛА.",Вэй Ян Лвин
1743440690-80,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Применение сверхлегких БПЛА в землеустроительном картографировании,https://cyberleninka.ru/article/n/primenenie-sverhlegkih-bpla-v-zemleustroitelnom-kartografirovanii,Применение сверхлегких БПЛА в землеустроительном картографировании,2017,"Представлены особенности применения БПЛА в землеустроительном картографировании. Предложены планируемые эффективные результаты от внедрения БПЛА и приведены факторы, сдерживающие развитие рынка использования БПЛА. Основная идея статьи строится на методологии развития картографирования, основанной на применении сверхлегких беспилотных летательных аппаратов.",Неверова Алина Романовна
1743440693-81,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,Алгоритмы вычисления положения и ориентации БПЛА,https://cyberleninka.ru/article/n/algoritmy-vychisleniya-polozheniya-i-orientatsii-bpla,Алгоритмы вычисления положения и ориентации БПЛА,2012,"В работе описаны алгоритмы и программы, созданные для моделирования полета и определения трехмерных координат и углов ориентации беспилотного летательного аппарата без использования сигналов спутниковой навигации.",Ардентов Андрей Андреевич
1743440696-82,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ПРЕДНАЗНАЧЕНИЕ БПЛА В РАЗЛИЧНЫХ СФЕРАХ ЗАДАЧ,https://cyberleninka.ru/article/n/prednaznachenie-bpla-v-razlichnyh-sferah-zadach,ПРЕДНАЗНАЧЕНИЕ БПЛА В РАЗЛИЧНЫХ СФЕРАХ ЗАДАЧ,2023,"В статье проведен сравнительный анализ БПЛА военного назначения, используемых странами НАТО, приведены допустимые данные из открытых источников.",Кондаков Н.Д.
1743440698-83,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ИССЛЕДОВАНИЕ СРЕДСТВ ПРОТИВОДЕЙСТВИЯ ОПТИЧЕСКИМ КАНАЛАМ УТЕЧКИ ИНФОРМАЦИИ С ИСПОЛЬЗОВАНИЕМ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ,https://cyberleninka.ru/article/n/issledovanie-sredstv-protivodeystviya-opticheskim-kanalam-utechki-informatsii-s-ispolzovaniem-bespilotnyh-letatelnyh-apparatov,ИССЛЕДОВАНИЕ СРЕДСТВ ПРОТИВОДЕЙСТВИЯ ОПТИЧЕСКИМ КАНАЛАМ УТЕЧКИ ИНФОРМАЦИИ С ИСПОЛЬЗОВАНИЕМ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ,2022,"В статье приведен краткий обзор систем обнаружения и противодействия беспилотным летательным аппаратам (БПЛА), которые могут быть использованы, в том числе, для перехвата информации по оптическому каналу. В настоящее время малые БПЛА широко используются для несанкционированного наблюдения важных объектов, проведения терактов и диверсий, переноски запрещенных грузов, а также в военном деле. В связи с этим актуализировалась задача противодействия БПЛА, в особенности - малым БПЛА. Проблема противодействия БПЛА, в частности, малым БПЛА, является многогранной и до сих пор эффективно не решенной. Анализ публикаций показывает, что аналитических статей в этой области довольно мало, в особенности в русскоязычном сегменте. В большинстве работ преобладают излишне оптимистичные выводы относительно эффективности противодействия БПЛА существующими средствами. Целью работы является исследование и обзор систем противодействия и подавления БПЛА, а также оценка расстояния, с которого возможно распознать информацию различного характера. В статье представлены результаты анализа различных систем противодействия и подавления БПЛА. Анализ источников позволил выявить основные принципы работы систем противодействия БПЛА. На сегодняшний день в российском сегменте рынка представлены достаточно эффективные системы противодействия, которые позволяют вести борьбу с БПЛА без ущерба инфраструктуре защищаемого объекта. Также в ходе исследований были проведены теоретические расчеты дальности распознавания текста и лица человека с использованием камеры, которая может быть установлена на мини-БПЛА.",Грехов А. С.
1743440702-84,https://cyberleninka.ru/search?q=%D0%91%D0%9F%D0%9B%D0%90&page=1,ОСОБЕННОСТИ КЛАССИФИКАЦИИ БПЛА САМОЛЕТНОГО ТИПА,https://cyberleninka.ru/article/n/osobennosti-klassifikatsii-bpla-samoletnogo-tipa,ОСОБЕННОСТИ КЛАССИФИКАЦИИ БПЛА САМОЛЕТНОГО ТИПА,2016,"В статье рассмотрена классификация беспилотных летательных аппаратов (БПЛА) по взлетной массе. Проведен анализ применяемых типов двигателей, вариантов взлета и посадки для разных классов БПЛА.",Шаталов Н.В.
