web-scraper-order,web-scraper-start-url,document url,document url-href,Title,Date,Text body,Author
1743441499-49,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Визуальное оперирование письменными знаками в китайской культуре: от традиции к кибер-культуре,https://cyberleninka.ru/article/n/vizualnoe-operirovanie-pismennymi-znakami-v-kitayskoy-kulture-ot-traditsii-k-kiber-kulture,Визуальное оперирование письменными знаками в китайской культуре: от традиции к кибер-культуре,2018,"Иероглифические культуры у ряда исследователей ассоциируются с особым когнитивным типом, условно называемым «правополушарным». Одна из способностей правого полушария производить мысленное вращение и перемещение фигур в пространстве. Статья посвящена рассмотрению явления конструирования письменных знаков путем мысленного визуального оперирования графемами, присущего китайской культуре благодаря иероглифичности китайской письменности. Создание новых смыслов путем пространственного оперирования графемами встречалось в китайской письменной культуре на протяжении всей ее истории (рассмотрены примеры из общеупотребительной иероглифики, иероглифов, создаваемых для перевода научных текстов с химической терминологией, а также загадки как пример фольклорного творчества). Современный новый пласт письменной культуры культура интернет-коммуникации продукт, создаваемый одновременно огромным количеством пользователей и имеющий колоссальное число «потребителей», воспринял это явление с большой долей естественности. Отдельные «новые» иероглифы получают «вирусное» хождение по сети и становятся общеизвестными мемами. Сделан вывод относительно глубокой укорененности когнитивной «привычки» китайцев оперировать образами (графемами) для создания новых смыслов, что может говорить в пользу широкой распространенности пространственно-образного когнитивного стиля (называемого нами условно «правополушарным») у носителей китайской культуры",Рубец М.В.
1743441502-50,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Н. Дайер-Визефорд «Кибер-Маркс: циклы и круговороты борьбы в высокотехнологичном капитализме»,https://cyberleninka.ru/article/n/n-dayer-vizeford-kiber-marks-tsikly-i-krugovoroty-borby-v-vysokotehnologichnom-kapitalizme,Н. Дайер-Визефорд «Кибер-Маркс: циклы и круговороты борьбы в высокотехнологичном капитализме»,2010,"Профессор Университета Западного Онтарио Н. Дайер-Визефорд в своей книге «Кибер-Маркс: циклы и круговороты борьбы в высокотехнологичном капитализме» дает глубокий анализ природы постиндустриального общества с позиции марксистской трудовой парадигмы введенного К. Марксом понятия всеобщего (научного, автоматизированного) труда, затрагивает основные вопросы этой теории. Книга не была переведена в России. Между тем она дает хорошее представление о состоянии современного марксизма на Западе.",Гриценко Виктория Сергеевна
1743441504-51,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Европейская и российская политики противодействия кибертерроризму (на примере борьбы с «Кибер-джихадом»),https://cyberleninka.ru/article/n/evropeyskaya-i-rossiyskaya-politiki-protivodeystviya-kiberterrorizmu-na-primere-borby-s-kiber-dzhihadom,Европейская и российская политики противодействия кибертерроризму (на примере борьбы с «Кибер-джихадом»),2020,"Предметом исследования является выявление общих и особенных черт в борьбе с «кибер-джихадом» в политике ЕС и Российской Федерации. Объектом исследования выступает противодействие кибертерроризму как угрозе национальной и международной безопасности, связанной с динамичным развитием информационных технологий в мире, отсутствием цензуры и широкой доступностью материалов, публикуемых в Интернете. Автор подробно раскрывает правовые основы противодействия кибертерроризму в Европейском союзе и России. Особое внимание уделяется разнице в подходах борьбы с нежелательными материалами в глобальной сети в европейском и российском законодательстве, трудностям противодействия «кибер-джихаду», выявлению людей групп-риска, которые могут быть вовлечены в террористическую деятельность в результате враждебной пропаганды. В качестве методологических оснований исследования использованы системный и нормативный подходы. Статья основана на применении специальных прикладных методов гуманитарных наук: сравнительно-правовом методе, контент-анализе и дискурс-анализе. Новизна исследования заключается в том, что эмпирически доказано: разница в подходах противодействия кибертерроризму в ЕС и России существенно снижает результаты борьбы с глобальным «кибер-джахадом». Автор выявляет основные правовые, технические и идеологические трудности борьбы с «кибер-джихадом», подчеркивает необходимость координации усилий Европы и России в этой сфере, а также значимость профилактики и идеологической контрпропаганды среди молодежи и социальных групп-риска.",Литвинова Татьяна Николаевна
1743441507-52,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ОСНОВНЫЕ ПРОБЛЕМЫ РАЗВИТИЯ КИБЕР-ФИЗИЧЕСКИХ СИСТЕМ В ОСНОВЕ ЦИФРОВОЙ ЭКОНОМИКИ,https://cyberleninka.ru/article/n/osnovnye-problemy-razvitiya-kiber-fizicheskih-sistem-v-osnove-tsifrovoy-ekonomiki,ОСНОВНЫЕ ПРОБЛЕМЫ РАЗВИТИЯ КИБЕР-ФИЗИЧЕСКИХ СИСТЕМ В ОСНОВЕ ЦИФРОВОЙ ЭКОНОМИКИ,2020,"В статье идет речь об основных проблемах развития кибер-физических систем в основе цифровой экономики. Автором были проанализированы различные понятия кибер-физических систем, а также предложено свое толкование данного понятия. Автор рассмотрел примеры практического применения кибер-физических систем в различных областях, сделал вывод о том, как развиты кибер-физические системы за рубежом и в нашей стране. Кроме того, автором были вычленены основные проблемы, которые могут возникнуть при создании полноценных кибер-физических систем.",Барабанова Алина Анатольевна
1743441510-53,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Построение глоссариев культурологических канонов кибер-социальных групп в социальных сетях,https://cyberleninka.ru/article/n/postroenie-glossariev-kulturologicheskih-kanonov-kiber-sotsialnyh-grupp-v-sotsialnyh-setyah,Построение глоссариев культурологических канонов кибер-социальных групп в социальных сетях,2016,В статье рассматривается подход к решению проблемы повышения эффективности противодействия информационным террористическим угрозам в социальных сетях. Предлагается методология определения источников угрозы на основе мониторинга социальных сетей путем построения глоссариев культурологических канонов кибер-социальных групп и их анализа на наличие деструктивных мемов.,Александров В.В.
1743441512-54,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Поведенческие модели кибер-физических систем и групповое управление: основные понятия,https://cyberleninka.ru/article/n/povedencheskie-modeli-kiber-fizicheskih-sistem-i-gruppovoe-upravlenie-osnovnye-ponyatiya,Поведенческие модели кибер-физических систем и групповое управление: основные понятия,2019,"Рассматривается задача управления в сложных распределенных кибер-физических системах с гетерогенными ресурсами общего доступа. Такие системы обычно включают в себя большое число относительно простых автономных, а иногда и мобильных физических, виртуальных и социальных объектов, обладающих встроенными вычислительными и коммуникационными возможностями, которые способны совместно решать сложные интеллектуальные задачи на основе взаимодействий, демонстрируя при этом интеллектуальное поведение. Основные особенности организации управления в таких системах обусловлены тем фактом, что в них обычно параллельно решается много задач, и в решение каждой из них вовлекается некоторое подмножество автономных объектов. При этом каждый такой объект может участвовать параллельно в решении нескольких задач. Примерами приложений подобных систем являются сложные роботизированные производства, B2B сети производственных предприятий, коллективная робототехника, распределенные системы дистанционного зондирования наземной поверхности, составленные из большого количества малых спутников и другие актуальные приложения, которые относят к классу задач группового управления. Вместо традиционной парадигмы систем, основанных на знаниях, в рассматриваемом классе приложений в качестве теоретического фундамента предлагается использовать поведенческую парадигму искусственного интеллекта. Описание содержания и особенностей этой парадигмы, базовых понятий, которые составляют концептуальный базис онтологии для представления поведенческих (сценарных) знаний о процессах группового управления в сложных системах, является целью работы. В работе вводятся и описываются такие понятия онтологии как сценарий группового поведения, событие и событийная компонента системы управления, ситуация, исключительная ситуация, аварийная ситуация, ситуационная осведомленность, локальное, адаптивное и терминальное управление групповым поведением. Эти базовые понятия продемонстрированы на примере одного из наиболее актуальных современных приложений в области группового управления, а именно на примере сборочного процесса, реализуемого группой роботов без участия человека.",Городецкий Владимир Иванович
1743441515-55,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Результаты комбинированного лечения пациентов с рецидивами злокачественных глиальных опухолей с использованием аппарата Кибер-нож,https://cyberleninka.ru/article/n/rezultaty-kombinirovannogo-lecheniya-patsientov-s-retsidivami-zlokachestvennyh-glialnyh-opuholey-s-ispolzovaniem-apparata-kiber,Результаты комбинированного лечения пациентов с рецидивами злокачественных глиальных опухолей с использованием аппарата Кибер-нож,2023,,Антонов Алексей Витальевич
1743441518-56,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Первый опыт лечения меланомы хориоидеи на роботизированном линейном ускорителе «Cyber Knife»,https://cyberleninka.ru/article/n/pervyy-opyt-lecheniya-melanomy-horioidei-na-robotizirovannom-lineynom-uskoritele-cyber-knife,Первый опыт лечения меланомы хориоидеи на роботизированном линейном ускорителе «Cyber Knife»,2012,"Представлен первый опыт использования в России методики стереотаксической радиохирургии на роботизированном линейном ускорителе «Cyber Knife» в лечении меланомы хориоидеи III стадии (T3N0M0). Стереотаксическое радиохирургическое воздействие выполнено в условиях ретробульбарной анестезии и акинезии глазного яблока, со средней дозой облучения 22,8 Гр. До лечения проминенция опухоли составила 14,8 мм, ширина основания 18,6 мм, после лечения 13,6 мм и 14,2 мм соответственно. Данная методика является альтернативой органоуносящей хирургической операции.",Важенин А.В.
1743441520-57,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,СТРАХОВАНИЕ ЮРИДИЧЕСКИХ ЛИЦ ОТ КИБЕРРИСКОВ: ПРОБЛЕМЫ И ПЕРСПЕКТИВЫ РАЗВИТИЯ,https://cyberleninka.ru/article/n/strahovanie-yuridicheskih-lits-ot-kiberriskov-problemy-i-perspektivy-razvitiya,СТРАХОВАНИЕ ЮРИДИЧЕСКИХ ЛИЦ ОТ КИБЕРРИСКОВ: ПРОБЛЕМЫ И ПЕРСПЕКТИВЫ РАЗВИТИЯ,2023,"В данной статье проанализированы страхование кибер-рисков компаний, особенности самой молодой отрасли страхования, проблемы и перспективы коллаборации с компаниями сферы информационной безопасности. Актуальность темы выражена в повышающемся количестве кибератак, нацеленных на компании всевозможных секторов экономики и отсутствие комплексной защиты юридических лиц и их интеллектуальной собственности.",Клишина Юлия Евгеньевна
1743441523-58,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Современные исследовательские проекты ЕС и онтологии цифровой безопасности Европы,https://cyberleninka.ru/article/n/sovremennye-issledovatelskie-proekty-es-i-ontologii-tsifrovoy-bezopasnosti-evropy,Современные исследовательские проекты ЕС и онтологии цифровой безопасности Европы,2018,"В статье рассматриваются вопросы, связанные с кибер-безопасностью в цифровой экономике. Работа представляет собой обзор исследовательских проектов, финансируемых Европейским сообществом, которые затрагивают различные вопросы кибер-безопасности. Авторам статьи представляется, что российским исследователям в данной области будет полезно ознакомиться с практикой ЕС в данном направлении. Большое внимание в статье уделено работам по созданию практических онтологий. Их результаты публикуются для широкого обсуждения и практического использования. Разработанные формальные онтологии на искусственных языках могут быть стыкованы между собой и призваны обеспечить совместимость данных и приложений, а также их прозрачность на протяжении жизненных циклов. Именно онтологический подход позволяет рассчитывать основные контрольные показатели проектов и, например, гарантировать выполнение заявленных бизнес-правил.",Соколов И.А.
1743441526-59,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ОСОБЕННОСТИ ИНФОРМАЦИОННОГО СОПРОВОЖДЕНИЯ ИННОВАЦИОННЫХ ПРОЕКТОВ В КИБЕР-ФИЗИЧЕСКИХ СИСТЕМАХ,https://cyberleninka.ru/article/n/osobennosti-informatsionnogo-soprovozhdeniya-innovatsionnyh-proektov-v-kiber-fizicheskih-sistemah,ОСОБЕННОСТИ ИНФОРМАЦИОННОГО СОПРОВОЖДЕНИЯ ИННОВАЦИОННЫХ ПРОЕКТОВ В КИБЕР-ФИЗИЧЕСКИХ СИСТЕМАХ,2020,"В статье выделены и охарактеризованы основные виды информации, присущие инновационным проектам в кибер-физических системах. Обоснована необходимость выявления и учета ее особенностей при формировании решений по управлению указанными проектами. Показана целесообразность учета объема и структуры информации при выборе групп методов управления данными проектами.",Черновалова М.В.
1743441529-60,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,МОДЕЛЬ ИНФОРМАЦИОННЫХ ПРОЦЕССОВ УПРАВЛЕНИЯ ПРОЕКТАМИ В КИБЕР-ФИЗИЧЕСКИХ СИСТЕМАХ,https://cyberleninka.ru/article/n/model-informatsionnyh-protsessov-upravleniya-proektami-v-kiber-fizicheskih-sistemah,МОДЕЛЬ ИНФОРМАЦИОННЫХ ПРОЦЕССОВ УПРАВЛЕНИЯ ПРОЕКТАМИ В КИБЕР-ФИЗИЧЕСКИХ СИСТЕМАХ,2020,"В статье представлена модель информационных процессов управления проектами в кибер-физических системах. Данная модель позволяет учитывать различные типы информации, ее структуру, содержание и объем в зависимости от различных этапов жизненного цикла указанных проектов. Применение предложенной модели позволит повысить эффективность принимаемых решений по их управлению.",Черновалова М.В.
1743441531-61,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Кристофер Морс сила небес: от Кальвина к кибер-коммуникации и обратно,https://cyberleninka.ru/article/n/kristofer-mors-sila-nebes-ot-kalvina-k-kiber-kommunikatsii-i-obratno,Кристофер Морс сила небес: от Кальвина к кибер-коммуникации и обратно,2004,"Morse Ch. The virtue of heaven: From Calvin to cyber-talk and back // Mod. theology. Oxford; Cambridge, 2003. Vol.19, N 3. P.317328.",Галинская И.Л.
1743441534-62,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Кибер-активизм и другие особенности коммуникационного пространства Латинской Америки,https://cyberleninka.ru/article/n/kiber-aktivizm-i-drugie-osobennosti-kommunikatsionnogo-prostranstva-latinskoy-ameriki,Кибер-активизм и другие особенности коммуникационного пространства Латинской Америки,2017,,Полунина О. С.
1743441537-63,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Технология блокчейн как средство минимизации кибер-рисков в страховании,https://cyberleninka.ru/article/n/tehnologiya-blokcheyn-kak-sredstvo-minimizatsii-kiber-riskov-v-strahovanii,Технология блокчейн как средство минимизации кибер-рисков в страховании,2020,"В статье проведен анализ одной из новейших проблем – кибермошенничество, с которой сталкива-ются страховые компании. Приведена характеристика основных типов кибератак на финансовом рынке. В качестве решения рассматриваемой проблемы предлагается внедрение в процесс деятельности стра-ховщиков блокчейн технологий",Носова О. В.
1743441539-64,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Кибер-и интернет-преступность в Германии и России: возможности сравнительного исследования,https://cyberleninka.ru/article/n/kiber-i-internet-prestupnost-v-germanii-i-rossii-vozmozhnosti-sravnitelnogo-issledovaniya,Кибер-и интернет-преступность в Германии и России: возможности сравнительного исследования,2015,"Проводится сравнительный анализ российского и германского уголовного законодательства, устанавливающего признаки и иные особенности преступлений в кибери интернет-сфере. Федеральным управлением уголовной полиции ФРГ определено, что киберпреступность включает все преступления, совершаемые с использованием оборудования для сбора, обработки и передачи информации или средств связи, либо совершаемые в отношении них, где в узком смысле она включает такие деяния, в которых центральную роль играет использование элементов электронной обработки данных. Уголовное законодательство Германии не предусматривает отдельной главы и классически относит большинство указанных деяний к имущественным преступлениям. Российский законодатель дает определение кибери интернет-преступности путем кодификации норм, предусматривающих деяния, перечисленные в главе 28 Уголовного кодекса РФ «Преступления в сфере компьютерной информации». Описываются определения кибери интернет-преступлений, содержащиеся в международно-правовых документах. В Конвенции Совета Европы о компьютерных преступлениях рассматриваются вопросы криминализации деяний, направленных против компьютеров или совершенных при их помощи. В Германии было проведено два объемных виктимологических исследования, в которых изучался, в частности, и опыт пострадавших от кибери интернет-преступлений. В этих проектах респонденты опрашивались по четырем видам кибери интернет-преступлений: ущербу, нанесенному использованием вредоносного программного обеспечения через Интернет, фишингу, фармингу и компьютерному мошенничеству. На примере ущерба, причиненного использованием вредоносного программного обеспечения, рассматривается сходство и различия формулировок во всех четырех анализируемых в этой статье источниках: Конвенции Совета Европы, российском и германском законодательстве и криминологических опросах.",Зигмунт О.А.
1743441543-65,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ПРОБЛЕМЫ КИБЕР-БЕЗОПАСНОСТИ В ИНТЕЛЛЕКТУАЛЬНЫХ ЭЛЕКТРИЧЕСКИХ СЕТЯХ И СИСТЕМАХ ИЗМЕРЕНИЯ,https://cyberleninka.ru/article/n/problemy-kiber-bezopasnosti-v-intellektualnyh-elektricheskih-setyah-i-sistemah-izmereniya,ПРОБЛЕМЫ КИБЕР-БЕЗОПАСНОСТИ В ИНТЕЛЛЕКТУАЛЬНЫХ ЭЛЕКТРИЧЕСКИХ СЕТЯХ И СИСТЕМАХ ИЗМЕРЕНИЯ,2019,"Интеллектуальные системы измерения строятся на основе инфраструктуры интеллектуальных счётчиков, являющейся составной частью интеллектуальных сетей Smart Grid. Инфраструктура интеллектуальных счётчиков не является единой технологией, а представляет собой сочетание различных областей техники, коммуникации и управления. Она отвечает за сбор всей информации от поставщиков и потребителей, а также за реализацию управляющих сигналов и команд. Возможность функционирования инфраструктуры интеллектуальных счетчиков, как и Smart Grid в целом, возможно только при использовании информационных сетей, что в свою очередь, приводит к появлению новых угроз безопасности, которые не могли быть в традиционных системах. В этой статье проведен обзор проблем безопасности, возникающих в интеллектуальных системах измерения. В статье рассмотрены особенности нарушений конфиденциальности конечных пользователей через «профилирование потребителей», а также методы обеспечения этой конфиденциальности, такие как гомоморфное шифрование, перезаряжаемые батареи, добавление шума. Рассмотрены требования безопасности при защите от внешних хакерских и физических атак, ограничения, влияющие на безопасность системы, а также виды потенциальных злоумышленников по отношению к инфраструктуре интеллектуальных счётчиков. В статье также приводятся способы воровства электроэнергии в интеллектуальных системах измерения и их преимущества перед традиционными индукционными счётчиками",Большев В.Е.
1743441546-66,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Психологическое и психосоматическое воздействие кибер-буллинга на всех его участников,https://cyberleninka.ru/article/n/psihologicheskoe-i-psihosomaticheskoe-vozdeystvie-kiber-bullinga-na-vseh-ego-uchastnikov,Психологическое и психосоматическое воздействие кибер-буллинга на всех его участников,2017,В данной статье рассмотрены проблемы школьного насилия и новые виды кибер-издевательств. Выявлены причины и особенности данного вида насилия. Исследованы последствия школьной травли на будущую судьбу подростков и обнаружен негативный эффект в дальнейшей жизни всех сторон буллинга. Интернет представлен как негативная среда для неокрепшей психики подростков. Была выявлена необходимость родительского мониторинга деятельности детей в социальных сетях. Выделены возможные пути решения данной проблемы. Обоснована необходимость совместного решения данной ситуации родителями и педагогическим коллективом школы.,Осадчая Анастасия Вячеславовна
1743441549-67,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Кибер-нож-радиохирургия в лечении опухолей спинного мозга и позвоночника,https://cyberleninka.ru/article/n/kiber-nozh-radiohirurgiya-v-lechenii-opuholey-spinnogo-mozga-i-pozvonochnika,Кибер-нож-радиохирургия в лечении опухолей спинного мозга и позвоночника,2009,"Радиохирургия является новым направлением в лечении различных, преимущественно онкологических, заболеваний. После клинического внедрения Гамма-ножа для лечения интракраниальных процессов начался поиск возможностей выполнения радиохирургических вмешательств на экстракраниальных отделах, в том числе позвоночника и спинного мозга. Представлено описание основных принципов применения Кибер-нож-радиохирургии в лечении опухолей спинного мозга и позвоночника, анализ данных литературы, охватывающих 971 больного со спинальными опухолями. Учитывая новизну метода (FDA разрешила клиническое использование Кибер-ножа в 2001 г.), достаточных катамнестических данных нет, однако первые результаты являются весьма обнадеживающими. Так, значительное снижение интенсивности боли отмечено у 84–96% пациентов со спинальными опухолями, подавление роста опухоли — у 75–100% (в зависимости от гистологического типа опухоли). Осложнения и неудачи Кибер-нож-радиохирургии обусловлены продолженным ростом опухоли, неврологическими и общими радиационными нарушениями. Приведенные данные свидетельствуют о перспективности применения Кибер-нож-радиохирургии в лечении спинальных опухолей.",Педаченко Ю.Е.
1743441551-68,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,Правовые институты использования результатов оперативно-разыскной деятельности в противодействии киберпреступлений в отношении несовершеннолетних с использованием киберпространства,https://cyberleninka.ru/article/n/pravovye-instituty-ispolzovaniya-rezultatov-operativno-razysknoy-deyatelnosti-v-protivodeystvii-kiberprestupleniy-v-otnoshenii,Правовые институты использования результатов оперативно-разыскной деятельности в противодействии киберпреступлений в отношении несовершеннолетних с использованием киберпространства,2019,"Насыщенность современной информационно-образовательной среды деструктивной, вредной для развития детей информацией приобретает катастрофические масштабы. Дети и подростки, в силу возраста не обладают способностью фильтровать качество информации. У них не сформированы критерии различия, они не видят опасностей и не осознают рисков, принимают всю информацию, не понимая, что она может быть противозаконной, неэтичной, недостоверной, вредоносной. Информационное воздействие становится главным рычагом управления людьми. Современные информационно-коммуникативные технологии (ИКТ) меняют не только структуру отношений, но и образ жизни людей, мышление, механизмы функционирования семьи, общественных институтов, органов власти.",Андрей Айрапетович Оганов
1743441554-69,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,ƏЛЕМ ЕЛДЕРІНДЕГІ КИБЕРҚАУІПСІЗДІК ПЕН ИНТЕРНЕТТІ БАСҚАРУ ТƏЖІРИБЕСІН САЛЫСТЫРМАЛЫ САРАЛАУ,https://cyberleninka.ru/article/n/lem-elderindegi-kiber-auipsizdik-pen-internetti-bas-aru-t-zhiribesin-salystyrmaly-saralau,ƏЛЕМ ЕЛДЕРІНДЕГІ КИБЕРҚАУІПСІЗДІК ПЕН ИНТЕРНЕТТІ БАСҚАРУ ТƏЖІРИБЕСІН САЛЫСТЫРМАЛЫ САРАЛАУ,2024,"Киберқауіпсіздік пен интернетті басқару 21 ғасырда мемлекеттік саясат пен халықаралық қатынастардың негізгі аспектілеріне айналды. Қарқынды технологиялық прогресс жағдайында киберқауіпсіздік қатерлері барлық елдер үшін өзекті мəселе. Интернет пен цифрлық технологиялар əлеуметтік, саяси жəне экономикалық өмірдің ажырамас бөлігіне айналды. Кибершабуылдар санының өсуіне жəне олардың үкімет пен жеке секторға əсер етуіне байланысты мемлекеттер киберкеңістікті басқарудың əртүрлі үлгілерін əзірлеп отыр. Əр мемлекет өзінің ішкі саяси жəне экономикалық жағдайларына сүйене отырып, цифрлық активтерді қорғау, деректердің қауіпсіздігін қамтамасыз ету жəне кибершабуылдардың алдын алу тəсілдерін анықтайды. Америка Құрама Штаттары, Қытай жəне Ресей осы саладағы үш негізгі ойыншы, олардың əрқайсысында киберқауіпсіздік пен интернетті басқаруда бірегей тəсілдер мен тəжірибелер бар. Бұл мақалада осы елдердің тəжірибесіне, заңнамасына жəне стратегияларына салыстырмалы талдау берілген, сондай-ақ олардың жаһандық қауіпсіздіктегі рөлі қарастырылады.",Амангельдиева А. М.
1743441557-70,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,РАЗВИТИЕ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ В КАЗАХСТАНЕ,https://cyberleninka.ru/article/n/razvitie-informatsionnoy-bezopasnosti-v-kazahstane,РАЗВИТИЕ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ В КАЗАХСТАНЕ,2020,"Эта статья о развитии информационной безопасности в Казахстане. В ней анализируется понятие информационной безопасности общества, государства, страны, какие основополагающие акты, программы, документы существуют, какие кибер-атаки преобладают, различные инциденты в частности фишинг, вредоносное программное обеспечение, взломы на интернет-ресурсах, отказ в обслуживании (DDoS-атаки) и дальнейшие планы по укреплению информационной безопасности страны. Какие базовые концептуальные подходы к развитию сферы кибербезопасности страны были выработаны за последние годы.",Лим Владислав Борисович
1743441559-71,https://cyberleninka.ru/search?q=%D0%9A%D0%B8%D0%B1%D0%B5%D1%80&page=1,"Признаки, воздействующие на борьбу с кибепреступностью в отношении несовершеннолетних в интернет-пространстве",https://cyberleninka.ru/article/n/priznaki-vozdei-stvuyuschie-na-borbu-s-kibeprestupnostyu-v-otnoshenii-nesovershennoletnih-v-internet-prostranstve,"Признаки, воздействующие на борьбу с кибепреступностью в отношении несовершеннолетних в интернет-пространстве",2019,"Рассмотрена проблема киберпреступности в отношении несовершеннолетних с использованием сети Интернет. Процессы расширения интернет-технологий представляют собой неограниченные возможности для оказания воздействия на детей и подростков. Таковыми являются появление и развития новой формы преступности — киберпреступности в сфере высоких технологий, когда компьютеры и компьютерные сети выступают в качестве объекта преступных посягательств, а также средством или способом совершения преступления в отношении несовершеннолетних. Предотвращение киберпреступлений в отношении несовершеннолетних в сети относится к наиболее актуальным проблемам оперативных подразделений правоохранительной деятельности. В настоящий период отечественная система предупреждения киберпреступлений в отношении детей и подростков находится в стадии становления, так как старая система, действовавшая ранее, оказалась устаревшей и не рациональной.",Андрей АйРапетович Оганов
